Pur,Ch,Dm,Adr,Pos,U#,Type,Load,Acc,Clr,Gbo,Gsiz,Ckt,C#,Cbl,DtaC,Mk,Sys,RAM,DMX,CAT,L620,SGP,CT,VT,Mod,DPF,HC,MD,FIBR,IRN,PCon,T1,ADPT,OCH,IP,NFN,NF,HFC,Print,SLXN,FCAN,Scy,L/R,U/D,Nt,US,DS,SR,SL,Top,Bot,Foc,Ax,Bm,Layer,Legend,Class,XCord,YCord,ZCord,Rot,VWFcPt,LtOrd,LW,Ext,Sym,Plt,Univ,DMX,Phs,PosOrd,WkStat,DTyp,ClrFm,When,Pos & U#,Type & Acc,Type & Load,Type & Acc & Load,Ckt & C#,Clr & Gbo,Flgs,DxQ,Wt,Typ Sym,Lbl Lgnd,LtPlt,Acc Wt,Prof,Pur Nt,Ch Nt,Dm Nt,Adr Nt,Pos Nt,U# Nt,Type Nt,Load Nt,Acc Nt,Clr Nt,Gbo Nt,Gsiz Nt,Ckt Nt,C# Nt,Cbl Nt,DtaC Nt,Mk Nt,Sys Nt,RAM Nt,DMX Nt,CAT Nt,L620 Nt,SGP Nt,CT Nt,VT Nt,Mod Nt,DPF Nt,HC Nt,MD Nt,FIBR Nt,IRN Nt,PCon Nt,T1 Nt,ADPT Nt,OCH Nt,IP Nt,NFN Nt,NF Nt,HFC Nt,Print Nt,SLXN Nt,FCAN Nt,Scy Nt,L/R Nt,U/D Nt,Nt Nt,Ct1 Nt
LC,43,204,1/204,4 Electric,10,S4-36,750,,R119,,,2A,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,LC,,7L,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"6'-3""",24',0',180°,,17,FE96A:68B1:28:22:Vecto,1178.1.1.0.0,S4-36 750w-Short,Yes,1,204,,13,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #10,S4-36,S4-36 750w,S4-36 750w,2A-4,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,93,P362,8/145,4 Electric,11,S4 LED-36,171,,R119,,,3M,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,LC,,7L,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"5'-3""",24',0',180°,,18,46C2C6:68CB:28:22:Vecto,1177.1.1.0.0,S4 LED-36 Short,Yes,8,145,,13,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #11,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3M-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< R,184,P365,8/155,4 Electric,12,Encore WRM,596,,R119,,,3M,5,,,,A,,5',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,R,,20R,+33,ZM 36,C/O Wall,,,,C/T top of doors,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"3'-9""",24',0',90°,,19,3032D6:4F98:39:34:Vecto,1989.1.1.0.0,Martin MAC Encore Performance WRM,Yes,8,155,,13,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #12,Encore WRM,Encore WRM 596w,Encore WRM 596w,3M-5,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,94,P362,8/193,4 Electric,13,S4 LED-36,171,,R119,,,3M,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,,,,C,,CL,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"0'-6""",24',0',180°,,20,8580C7:6321:28:21:Vecto,1174.1.1.0.0,S4 LED-36 Short,Yes,8,193,,13,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #13,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3M-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,44,205,1/205,4 Electric,14,S4-36,750,,R119,,,2A,5,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C,,CL,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"0'-6""",24',0',180°,,21,80939E:6307:28:21:Vecto,1175.1.1.0.0,S4-36 750w-Short,Yes,1,205,,13,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #14,S4-36,S4-36 750w,S4-36 750w,2A-5,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L >,194,P367,8/203,4 Electric,15,Encore WRM,596,,R119,,,3N,1,,,,A,,5',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,L,,20L,+33,ZM 36,C/O Wall,,,,C/T top of doors,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"-3'-9""",24',0',-90°,,22,7C2266:4EC8:39:33:Vecto,1997.1.1.0.0,Martin MAC Encore Performance WRM,Yes,8,203,,13,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #15,Encore WRM,Encore WRM 596w,Encore WRM 596w,3N-1,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC,95,P368,8/241,4 Electric,16,S4 LED-36,171,,R119,,,3N,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,15',,ML6-FPC,,,,,,,,RC,,7R,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-5'-3""",24',0',180°,,23,817643:6967:28:22:Vecto,1192.1.1.0.0,S4 LED-36 Short,Yes,8,241,,13,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #16,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3N-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC,45,206,1/206,4 Electric,17,S4-36,750,,R119,,,2B,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,RC,,7R,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-6'-3""",24',0',180°,,24,863E7F:6919:28:22:Vecto,1193.1.1.0.0,S4-36 750w-Short,Yes,1,206,,13,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #17,S4-36,S4-36 750w,S4-36 750w,2B-1,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARE,642,P368,8/251,4 Electric,18,S4 LED-26,171,,R119,,,3N,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,NO,,,SPARE,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main,None,"-7'-6""",24',0',180°,,25,CBD05:957:1D:1B:Vecto,1790.1.1.0.0,S4 LED-26 Short,Yes,8,251,,13,,Moving Light,Source 4 19° to 50°,11/10/21 at 5:21 PM - Purp  by me,4 Electric #18,S4 LED-26,S4 LED-26 171w,S4 LED-26 171w,3N-2,R119,,10,38 lbs,S4 LED-26 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC >,193,P369,8/261,4 Electric,19,Encore WRM,596,,R119,,,3N,3,,,,A,,15',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,LC,,10L,+33,ZM 36,C/O Wall,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"-9'-9""",24',0',-90°,,26,3E8AA:4EFC:39:33:Vecto,1995.1.1.0.0,Martin MAC Encore Performance WRM,Yes,8,261,,13,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #19,Encore WRM,Encore WRM 596w,Encore WRM 596w,3N-3,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,96,P368,8/299,4 Electric,20,S4 LED-36,171,,R119,,,3N,2,,,,A,,5',,,,,,,,,"Direct, Strobe, Fan",,,5',,,,,,,,,,R,,14R,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-11'-3""",24',0',180°,,27,5825D:694D:28:22:Vecto,1194.1.1.0.0,S4 LED-36 Short,Yes,8,299,,13,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #20,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3N-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,46,207,1/207,4 Electric,21,S4-36,750,,R119,,,2B,2,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,14R,+33,,C/O Wall,,,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,"-12'-3""",24',0',180°,,28,835713:68FF:28:22:Vecto,1195.1.1.0.0,S4-36 750w-Short,Yes,1,207,,13,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #21,S4-36,S4-36 750w,S4-36 750w,2B-2,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< SR Wall,344,208,1/208,4 Electric,22,PAR 64 WFL,1000,"9"" Dropdown",NC,,,2B,3,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WALL,,,,Top of beam lands at top of top-most gunrack (USR-most),,,,,,,Not,Vertical,,[GP] LX-Overstage,GS Main Tight-Side Purpose,None,"-13'-6""",24',0',90°,,29,47AECE:5068:39:34:Vecto,1981.1.1.0.0,PAR 64 WFL,Yes,1,208,,13,,Light,PAR 64,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #22,"PAR 64 WFL+9"" Dropdown",PAR 64 WFL 1kW,"PAR 64 WFL+9"" Dropdown 1kW",2B-3,NC,,1,18 lbs,PAR 64 WFL,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worklight,805,S23,1/511,4 Electric,22w,Altman LED,,,,,,WL6,1,,,,A,,,,,"125',10',5'",,,,,,,,,,,2-Fer,,,,,NO,,,,,,,,,,,,,,Not,,,[GP] LX-Overstage,GS Main Tight,None,"-14'-9""",24',0',,,30,14163D:F792:24:34:Ronal,2049.1.1.0.0,Worklight,Yes,1,511,,13,,Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #22w,Altman LED,Altman LED,Altman LED,WL6-1,,,,,Worklight,GS Main Tight,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C >,192,P370,8/309,4 Electric,23,Encore WRM,596,,R119,,,3N,4,,,,A,,10',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,C,,CL,+33,ZM 36,C/O Wall,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,"-16'-6""",24',0',-90°,,31,12686E:4F30:39:33:Vecto,1993.1.1.0.0,Martin MAC Encore Performance WRM,Yes,8,309,,13,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #23,Encore WRM,Encore WRM 596w,Encore WRM 596w,3N-4,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR CC,97,P368,8/347,4 Electric,24,S4 LED-36,171,,R119,,,3N,2,,,,A,,10',,,,,,,,,"Direct, Strobe, Fan",,,10',,,,,,,,,,WR,,21R,+33,,C/O Wall,,C/O Wall,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,-18',24',0',180°,,32,3A14EC:6933:28:22:Vecto,1196.1.1.0.0,S4 LED-36 Short,Yes,8,347,,13,,Moving Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #24,S4 LED-36,S4 LED-36 171w,S4 LED-36 171w,3N-2,R119,,10,38 lbs,S4 LED-36 Short,GS Main,True,,"Source 4 LED Series2 Lustr, Direct Strobe Fan",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR,47,209,1/209,4 Electric,25,S4-36,750,,R119,,,2B,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,WR,,21R,+33,,C/O Wall,,C/O Wall,,,,Not,,Sharp/Medium,[GP] LX-Overstage,GS Main,None,-19',24',0',180°,,33,8824D1:68E5:28:22:Vecto,1197.1.1.0.0,S4-36 750w-Short,Yes,1,209,,13,,Light,Source 4 19° to 50°,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #25,S4-36,S4-36 750w,S4-36 750w,2B-4,R119,,1,35 lbs,S4-36 750w-Short,GS Main,True,,,,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC >,191,P371,8/357,4 Electric,26,Encore WRM,596,,R119,,,3N,5,,,,A,,10',,,,,,,,,Mode 1,,,,,MT1-ML6,,,,,NO,,,RC,,10R,+33,ZM 36,C/O Wall,,,,,,Not,,,[GP] LX-Overstage,GS ML-Side,None,-21',24',0',-90°,,34,57BE9B:4F64:39:34:Vecto,1991.1.1.0.0,Martin MAC Encore Performance WRM,Yes,8,357,,13,,Moving Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,4 Electric #26,Encore WRM,Encore WRM 596w,Encore WRM 596w,3N-5,R119,,38,88 lbs,Martin MAC Encore Performance WRM,GS Main,True,,"MAC Encore Performance WRM, Mode1",,,,,"Trim 30' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,301,210,1/210,5 Electric,A1,MultiPAR-12 MFL,2300,,Blackwrap (see focus chart),,,2C,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackwrap SL-most 1/4 of SL-most cell (to get heat off SL wall),,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,23',"25'-6""",0',,,1,5CF2B7:A96:1D:1B:Vecto,1780.1.3.0.0,MultiPAR-12 MFL L,Yes,1,210,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #A1,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2C-1,Blackwrap (see focus chart),,,100 lbs,MultiPAR-12 MFL L,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,311,211,1/211,5 Electric,A2,MultiPAR-12 MFL,2300,,NC,,,2C,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"20'-4""","25'-6""",0',,,2,520E87:A79:1D:1B:Vecto,1780.2.3.0.0,MultiPAR-12 MFL C,Yes,1,211,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #A2,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2C-2,NC,,,100 lbs,MultiPAR-12 MFL C,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,321,212,1/212,5 Electric,A3,MultiPAR-12 MFL,2300,,NC,,,2C,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"17'-7""","25'-6""",0',,,3,841C9A:A5C:1D:1B:Vecto,1780.3.3.0.0,MultiPAR-12 MFL R,Yes,1,212,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #A3,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2C-3,NC,,,100 lbs,MultiPAR-12 MFL R,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,302,213,1/213,5 Electric,B1,MultiPAR-12 MFL,2300,,NC,,,2C,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"14'-11""","25'-6""",0',,,4,96B172:D88:1D:1B:Vecto,1599.1.3.0.0,MultiPAR-12 MFL L,Yes,1,213,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #B1,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2C-4,NC,,,100 lbs,MultiPAR-12 MFL L,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,312,214,1/214,5 Electric,B2,MultiPAR-12 MFL,2300,,NC,,,2C,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"12'-2""","25'-6""",0',,,5,65B17:D6B:1D:1B:Vecto,1599.2.3.0.0,MultiPAR-12 MFL C,Yes,1,214,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #B2,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2C-5,NC,,,100 lbs,MultiPAR-12 MFL C,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,322,215,1/215,5 Electric,B3,MultiPAR-12 MFL,2300,,NC,,,2C,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"9'-6""","25'-6""",0',,,6,2362DA:D4E:1D:1B:Vecto,1599.3.3.0.0,MultiPAR-12 MFL R,Yes,1,215,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #B3,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2C-6,NC,,,100 lbs,MultiPAR-12 MFL R,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,303,216,1/216,5 Electric,C1,MultiPAR-12 MFL,2300,,NC,,,2D,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"6'-9""","25'-6""",0',,,7,73759D:DDF:1D:1B:Vecto,1591.1.3.0.0,MultiPAR-12 MFL L,Yes,1,216,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #C1,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2D-1,NC,,,100 lbs,MultiPAR-12 MFL L,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,313,217,1/217,5 Electric,C2,MultiPAR-12 MFL,2300,,NC,,,2D,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"4'-1""","25'-6""",0',,,8,4D2E73:DC2:1D:1B:Vecto,1591.2.3.0.0,MultiPAR-12 MFL C,Yes,1,217,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #C2,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2D-2,NC,,,100 lbs,MultiPAR-12 MFL C,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,323,218,1/218,5 Electric,C3,MultiPAR-12 MFL,2300,,NC,,,2D,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"1'-4""","25'-6""",0',,,9,317C8D:DA5:1D:1B:Vecto,1591.3.3.0.0,MultiPAR-12 MFL R,Yes,1,218,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #C3,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2D-3,NC,,,100 lbs,MultiPAR-12 MFL R,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,304,219,1/219,5 Electric,D1,MultiPAR-12 MFL,2300,,NC,,,2D,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"-1'-4""","25'-6""",0',,,10,5D7856:E36:1D:1B:Vecto,1587.1.3.0.0,MultiPAR-12 MFL L,Yes,1,219,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #D1,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2D-4,NC,,,100 lbs,MultiPAR-12 MFL L,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,314,220,1/220,5 Electric,D2,MultiPAR-12 MFL,2300,,NC,,,2D,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"-4'-1""","25'-6""",0',,,11,1CF72:E19:1D:1B:Vecto,1587.2.3.0.0,MultiPAR-12 MFL C,Yes,1,220,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #D2,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2D-5,NC,,,100 lbs,MultiPAR-12 MFL C,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,324,221,1/221,5 Electric,D3,MultiPAR-12 MFL,2300,,NC,,,2D,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"-6'-9""","25'-6""",0',,,12,78D30C:DFC:1D:1B:Vecto,1587.3.3.0.0,MultiPAR-12 MFL R,Yes,1,221,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #D3,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2D-6,NC,,,100 lbs,MultiPAR-12 MFL R,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,305,222,1/222,5 Electric,E1,MultiPAR-12 MFL,2300,,NC,,,2E,1,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"-9'-6""","25'-6""",0',,,13,1BEECE:E8D:1D:1B:Vecto,1583.1.3.0.0,MultiPAR-12 MFL L,Yes,1,222,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #E1,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2E-1,NC,,,100 lbs,MultiPAR-12 MFL L,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,315,223,1/223,5 Electric,E2,MultiPAR-12 MFL,2300,,NC,,,2E,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"-12'-2""","25'-6""",0',,,14,26BE82:E70:1D:1B:Vecto,1583.2.3.0.0,MultiPAR-12 MFL C,Yes,1,223,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #E2,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2E-2,NC,,,100 lbs,MultiPAR-12 MFL C,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mural Wall,325,224,1/224,5 Electric,E3,MultiPAR-12 MFL,2300,,NC,,,2E,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,Not,Horizontal,,[GP] LX-Overstage,GS Striplight,None,"-14'-11""","25'-6""",0',,,15,73BF62:E53:1D:1B:Vecto,1583.3.3.0.0,MultiPAR-12 MFL R,Yes,1,224,,14,,Light,Source 4 PAR,11/10/21 at 3:21 PM - YCoord  by Vectorworks,5 Electric #E3,MultiPAR-12 MFL,MultiPAR-12 MFL 2.3kW,MultiPAR-12 MFL 2.3kW,2E-3,NC,,,100 lbs,MultiPAR-12 MFL R,GS Main,True,,,,,,,"Trim 30'-9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
